id_avis,id_client,id_service,note,date_publication
493,429,4,4,2025-10-12
494,144,4,4,2025-10-14
495,275,4,4,2025-10-20
496,173,3,4,2025-10-16
497,290,2,4,2025-10-19
498,417,3,5,2025-10-23
499,142,3,5,2025-10-16
500,58,1,5,2025-10-18
501,182,3,4,2025-10-16
502,2,5,3,2025-10-24
503,228,1,5,2025-10-18
504,195,4,4,2025-10-18
505,224,4,2,2025-10-21
506,316,3,4,2025-10-24
507,107,3,5,2025-10-23
508,48,4,4,2025-10-24
509,131,3,5,2025-10-19
510,469,1,5,2025-10-25
511,447,2,5,2025-10-24
512,92,1,4,2025-10-28
513,438,5,4,2025-10-23
514,68,1,4,2025-10-22
515,237,3,4,2025-10-25
516,148,1,5,2025-10-21
517,278,4,3,2025-10-24
518,267,5,5,2025-10-24
519,385,3,4,2025-10-20
520,196,5,3,2025-10-27
521,9,2,4,2025-10-29
522,139,5,4,2025-10-29
523,137,3,5,2025-10-28
524,214,5,5,2025-10-29
525,474,1,3,2025-10-26
526,133,5,5,2025-10-25
527,208,5,5,2025-10-31
528,422,3,5,2025-10-29
529,128,1,4,2025-10-25
530,186,1,4,2025-10-29
531,208,4,4,2025-11-01
532,304,4,5,2025-10-28
533,5,1,4,2025-10-27
534,91,3,3,2025-11-01
535,99,5,3,2025-10-30
536,398,3,4,2025-11-04
537,17,1,4,2025-11-03
538,77,1,4,2025-11-01
539,483,2,4,2025-11-07
540,459,4,4,2025-11-04
541,166,3,4,2025-10-30
542,338,4,3,2025-10-31
543,491,5,4,2025-11-09
544,2,4,3,2025-11-01
545,101,3,5,2025-11-05
546,369,5,5,2025-11-07
547,20,2,4,2025-11-01
548,204,1,3,2025-11-02
549,91,5,2,2025-11-11
550,464,3,5,2025-11-10
551,148,4,5,2025-11-03
552,239,1,5,2025-11-06
553,468,3,4,2025-11-13
554,200,4,5,2025-11-09
555,189,3,3,2025-11-10
556,275,4,4,2025-11-15
557,187,5,3,2025-11-14
558,410,5,5,2025-11-10
559,208,5,5,2025-11-17
560,363,3,5,2025-11-11
561,467,2,4,2025-11-14
562,334,1,4,2025-11-09
563,445,1,3,2025-11-15
564,222,5,4,2025-11-12
565,146,1,5,2025-11-20
566,272,2,5,2025-11-18
567,103,3,5,2025-11-19
568,83,1,4,2025-11-19
569,383,1,4,2025-11-18
570,461,1,4,2025-11-19
571,285,4,4,2025-11-14
572,322,3,5,2025-11-21
573,394,3,4,2025-11-21
574,100,3,5,2025-11-20
575,290,5,4,2025-11-18
576,212,1,4,2025-11-21
577,50,1,5,2025-11-22
578,129,5,3,2025-11-17
579,23,3,5,2025-11-18
580,374,1,5,2025-11-15
581,11,1,4,2025-11-17
582,236,1,4,2025-11-22
583,82,2,4,2025-11-25
584,38,2,5,2025-11-23
585,396,1,4,2025-11-26
586,462,5,5,2025-11-22
587,287,4,5,2025-11-28
588,70,5,5,2025-11-21
589,378,1,3,2025-11-28
590,173,3,4,2025-11-20
591,354,4,4,2025-11-26
592,388,4,4,2025-11-29
593,252,3,5,2025-11-23
594,134,1,4,2025-11-22
595,371,2,3,2025-11-22
596,121,3,4,2025-11-24
597,138,5,5,2025-11-22
598,271,5,5,2025-11-24
599,209,3,4,2025-11-23
600,67,1,5,2025-11-28
601,200,1,5,2025-12-02
602,385,5,5,2025-12-02
603,404,1,4,2025-11-26
604,497,1,5,2025-11-26
605,239,1,3,2025-11-28
606,102,4,4,2025-11-29
607,438,2,4,2025-12-04
608,390,1,3,2025-12-02
609,474,1,4,2025-12-05
610,295,4,4,2025-12-02
611,100,1,4,2025-12-01
612,357,2,4,2025-12-05
613,109,3,4,2025-12-04
614,56,2,5,2025-12-01
615,245,2,4,2025-12-01
616,412,2,3,2025-12-06
617,439,5,4,2025-12-09
618,400,1,5,2025-12-03
619,359,3,5,2025-12-08
620,424,4,5,2025-12-05
621,415,5,4,2025-12-11
622,461,4,5,2025-12-12
623,465,3,4,2025-12-12
624,332,5,5,2025-12-11
625,101,2,5,2025-12-14
626,483,3,5,2025-12-09
627,382,1,4,2025-12-10
628,238,2,5,2025-12-07
629,53,5,4,2025-12-12
630,254,3,4,2025-12-15
631,39,3,5,2025-12-19
632,449,5,5,2025-12-20
633,210,3,5,2025-12-19
634,207,4,4,2025-12-19
635,207,5,4,2025-12-20
636,414,3,4,2025-12-16
637,72,4,5,2025-12-12
638,82,1,5,2025-12-18
639,488,5,5,2025-12-15
640,47,4,5,2025-12-15
641,33,1,3,2025-12-16
642,16,1,5,2025-12-20
643,437,5,4,2025-12-20
644,304,1,4,2025-12-18
645,331,4,4,2025-12-17
646,187,1,4,2025-12-24
647,318,1,5,2025-12-18
648,443,4,5,2025-12-22
649,118,1,4,2025-12-22
650,330,5,4,2025-12-29
651,445,5,3,2025-12-25
652,52,3,5,2025-12-23
653,188,3,3,2025-12-21
654,148,5,4,2025-12-26
655,368,1,5,2025-12-21
656,461,1,4,2025-12-30
657,53,2,3,2025-12-26
658,227,1,4,2025-12-26
659,405,2,5,2026-01-01
660,158,5,5,2026-01-01
661,381,1,4,2025-12-27
662,293,5,5,2025-12-25
663,266,1,5,2025-12-28
664,51,1,4,2025-12-26
665,122,5,4,2026-01-03
666,385,2,5,2025-12-29
667,108,1,3,2025-12-27
668,319,4,4,2025-12-31
669,195,1,5,2026-01-01
670,402,2,3,2026-01-03
671,66,5,5,2026-01-01
672,158,2,4,2026-01-03
673,39,1,3,2026-01-01
674,462,1,3,2026-01-01
675,450,2,5,2026-01-02
676,394,2,4,2026-01-01
677,83,2,3,2026-01-02
678,373,1,4,2026-01-03
679,369,2,5,2026-01-07
680,261,2,4,2026-01-10
681,118,3,4,2026-01-05
682,81,4,3,2026-01-06
683,17,5,5,2026-01-03
684,121,1,4,2026-01-10
685,162,4,4,2026-01-11
686,384,1,4,2026-01-16
687,111,2,5,2026-01-08
688,128,5,3,2026-01-16
689,261,3,5,2026-01-15
690,205,5,5,2026-01-17
691,432,3,4,2026-01-16
692,392,3,4,2026-01-19
693,91,1,5,2026-01-16
694,298,2,5,2026-01-19
695,369,5,5,2026-01-22
696,160,3,5,2026-01-19
697,198,2,4,2026-01-19
698,423,5,4,2026-01-17
699,357,2,5,2026-01-18
700,33,1,5,2026-01-23
701,50,5,5,2026-01-25
702,168,3,5,2026-01-25
703,117,3,5,2026-01-21
704,107,3,3,2026-01-29
705,52,1,5,2026-01-23
706,414,1,5,2026-01-30
707,15,3,5,2026-01-22
708,114,4,4,2026-01-24
709,5,3,4,2026-01-26
710,90,3,5,2026-01-31
711,302,5,5,2026-02-02
712,184,1,4,2026-01-24
713,284,2,5,2026-02-01
714,285,3,3,2026-02-06
715,182,3,4,2026-02-05
716,118,1,5,2026-02-07
717,458,3,4,2026-01-30
718,89,3,5,2026-02-01
719,186,5,5,2026-02-06
720,276,5,5,2026-01-31
721,301,4,3,2026-02-07
722,105,4,3,2026-02-10
723,100,4,4,2026-02-11
724,217,2,3,2026-02-14
725,190,1,5,2026-02-13
726,52,1,4,2026-02-11
727,390,3,4,2026-02-09
728,68,3,4,2026-02-13
729,479,4,3,2026-02-13
730,47,1,4,2026-02-12
731,249,5,4,2026-02-12
732,2,1,4,2026-02-16
733,313,5,5,2026-02-20
734,313,1,4,2026-02-19
735,337,3,4,2026-02-20
736,288,1,4,2026-02-15
737,443,3,4,2026-02-18
738,170,1,5,2026-02-24
739,26,2,4,2026-02-26
740,482,2,4,2026-03-02
741,70,1,3,2026-02-27
742,183,5,4,2026-03-01
743,202,3,4,2026-02-24
744,370,3,5,2026-02-25
745,179,3,5,2026-02-24
746,280,5,4,2026-03-02
747,291,4,3,2026-03-05
748,204,3,4,2026-03-06
749,195,2,5,2026-02-28
750,399,3,4,2026-03-05
751,457,4,4,2026-02-27
752,70,1,3,2026-03-09
753,285,3,4,2026-03-02
754,190,4,3,2026-03-04
755,396,3,5,2026-03-07
756,282,2,5,2026-03-07
757,111,3,5,2026-03-14
758,466,5,5,2026-03-14
759,71,5,4,2026-03-05
760,118,1,4,2026-03-13
761,7,1,3,2026-03-11
762,255,1,3,2026-03-11
763,194,3,4,2026-03-11
764,186,1,4,2026-03-09
765,154,3,4,2026-03-08
766,111,1,4,2026-03-13
767,348,3,5,2026-03-20
768,377,3,5,2026-03-18
769,365,3,5,2026-03-13
770,224,2,4,2026-03-17
771,460,3,4,2026-03-17
772,463,3,4,2026-03-16
773,482,3,4,2026-03-18
774,41,2,4,2026-03-20
775,211,5,5,2026-03-16
776,228,5,3,2026-03-22
777,209,1,4,2026-03-22
778,189,5,4,2026-03-23
779,465,4,4,2026-03-24
780,439,3,5,2026-03-25
781,219,4,4,2026-03-22
782,465,2,4,2026-03-26
783,311,5,3,2026-03-20
784,284,2,4,2026-03-26
785,94,5,3,2026-03-22
786,150,3,5,2026-03-30
787,336,3,4,2026-03-26
788,7,4,5,2026-03-27
789,339,1,3,2026-03-28
790,425,4,4,2026-03-31
791,410,1,5,2026-03-30
792,369,3,5,2026-03-30
793,169,1,4,2026-03-26
794,10,1,4,2026-04-01
795,319,2,5,2026-04-01
796,233,3,4,2026-03-26
797,333,3,5,2026-04-01
798,482,2,4,2026-03-27
799,36,1,3,2026-03-31
800,238,1,3,2026-04-01
801,113,1,4,2026-04-06
802,452,1,4,2026-04-04
803,170,2,4,2026-04-01
804,231,4,4,2026-03-30
805,496,5,4,2026-04-09
806,354,5,4,2026-04-01
807,222,1,4,2026-04-11
808,115,2,4,2026-04-04
809,183,5,5,2026-04-05
810,2,2,4,2026-04-04
811,152,3,5,2026-04-03
812,250,4,4,2026-04-08
813,287,2,3,2026-04-08
814,240,1,4,2026-04-06
815,128,3,5,2026-04-10
816,152,5,4,2026-04-11
817,55,3,4,2026-04-13
818,136,5,4,2026-04-13
819,128,4,3,2026-04-17
820,284,1,3,2026-04-17
821,249,1,4,2026-04-12
822,407,1,3,2026-04-17
823,304,2,5,2026-04-18
824,340,1,4,2026-04-20
825,436,4,5,2026-04-18
826,152,5,5,2026-04-16
827,285,4,5,2026-04-24
828,126,5,3,2026-04-15
829,93,2,5,2026-04-15
830,242,4,5,2026-04-18
831,334,3,4,2026-04-25
832,474,1,4,2026-04-24
833,468,3,5,2026-04-18
834,54,5,4,2026-04-18
835,499,3,5,2026-04-23
836,461,1,5,2026-04-18
837,395,1,3,2026-04-27
838,60,1,5,2026-04-22
839,215,3,5,2026-04-26
840,284,3,4,2026-04-23
841,484,3,5,2026-05-01
842,274,1,5,2026-04-24
843,17,5,5,2026-04-27
844,149,1,5,2026-04-29
845,1,1,5,2026-04-24
846,278,4,5,2026-04-29
847,61,3,4,2026-05-03
848,338,2,2,2026-04-26
849,128,5,5,2026-04-29
850,44,5,4,2026-05-06
851,327,1,5,2026-05-02
852,158,2,4,2026-05-03
853,396,1,5,2026-04-30
854,64,3,4,2026-05-06
855,159,3,5,2026-05-01
856,142,5,5,2026-05-04
857,225,3,4,2026-05-11
858,252,5,4,2026-05-11
859,37,1,4,2026-05-11
860,42,3,4,2026-05-09
861,175,1,5,2026-05-12
862,190,5,4,2026-05-09
863,107,3,4,2026-05-05
864,493,3,4,2026-05-06
865,366,2,3,2026-05-10
866,469,3,5,2026-05-11
867,441,3,4,2026-05-09
868,279,3,5,2026-05-10
869,131,1,3,2026-05-14
870,154,2,4,2026-05-10
871,110,3,4,2026-05-08
872,407,3,4,2026-05-09
873,64,4,5,2026-05-10
874,179,1,4,2026-05-09
875,96,5,4,2026-05-16
876,363,1,4,2026-05-15
877,488,5,5,2026-05-16
878,382,3,5,2026-05-19
879,94,1,5,2026-05-13
880,26,3,5,2026-05-14
881,172,5,4,2026-05-18
882,70,1,4,2026-05-20
883,16,2,3,2026-05-18
884,50,3,5,2026-05-21
885,200,4,4,2026-05-23
886,494,1,5,2026-05-17
887,209,5,4,2026-05-16
888,151,5,5,2026-05-20
889,497,4,4,2026-05-20
890,295,1,5,2026-05-20
891,131,4,4,2026-05-19
892,346,2,5,2026-05-18
893,5,1,4,2026-05-20
894,150,5,3,2026-05-17
895,321,5,3,2026-05-16
896,277,1,5,2026-05-19
897,86,1,5,2026-05-21
898,444,4,5,2026-05-19
899,304,4,5,2026-05-19
900,399,1,4,2026-05-18
901,2,1,4,2026-05-20
902,386,5,4,2026-05-25
903,487,4,4,2026-05-18
904,285,5,4,2026-05-20
905,134,2,3,2026-05-21
906,13,1,4,2026-05-24
907,45,1,5,2026-05-26
908,180,4,4,2026-05-22
909,494,4,4,2026-05-23
910,425,1,5,2026-05-26
911,8,1,5,2026-05-25
912,215,4,4,2026-05-28
913,64,4,4,2026-06-05
914,257,1,5,2026-06-02
915,259,1,3,2026-05-29
916,421,3,5,2026-06-03
917,40,5,5,2026-06-04
918,445,3,5,2026-06-01
919,104,3,4,2026-06-02
920,257,2,4,2026-05-30
921,196,4,5,2026-06-04
922,187,1,5,2026-06-06
923,199,5,3,2026-05-31
924,458,5,5,2026-06-01
925,58,1,3,2026-06-04
926,438,5,5,2026-06-01
927,467,5,4,2026-06-12
928,119,3,5,2026-06-11
929,390,1,5,2026-06-03
930,63,4,4,2026-06-09
931,117,1,3,2026-06-08
932,38,4,4,2026-06-09
933,106,1,4,2026-06-10
934,16,3,5,2026-06-08
935,381,4,3,2026-06-06
936,488,5,4,2026-06-15
937,301,2,5,2026-06-07
938,76,1,5,2026-06-09
939,484,1,4,2026-06-09
940,279,1,4,2026-06-11
941,490,2,3,2026-06-19
942,289,2,4,2026-06-21
943,284,2,3,2026-06-12
944,320,2,3,2026-06-14
945,259,3,5,2026-06-18
946,461,3,5,2026-06-14
947,317,2,5,2026-06-19
948,449,3,4,2026-06-17
949,314,4,4,2026-06-17
950,191,1,5,2026-06-21
951,191,2,3,2026-06-23
952,141,2,5,2026-06-26
953,205,1,3,2026-06-25
954,3,1,5,2026-06-20
955,346,1,5,2026-06-18
956,22,1,4,2026-06-21
957,221,4,5,2026-06-23
958,403,1,5,2026-06-21
959,278,4,4,2026-06-22
960,245,4,5,2026-06-20
961,474,3,3,2026-06-24
962,42,4,4,2026-06-19
963,408,4,3,2026-06-22
964,7,3,3,2026-06-25
965,457,2,4,2026-06-25
966,205,1,3,2026-06-30
967,423,1,5,2026-06-24
968,459,1,2,2026-06-29
969,415,5,4,2026-07-03
970,290,1,4,2026-07-02
971,294,2,4,2026-06-29
972,219,1,2,2026-06-28
973,142,3,5,2026-07-02
974,386,1,4,2026-07-05
975,132,3,4,2026-07-04
976,387,5,5,2026-06-29
977,35,3,3,2026-07-05
978,158,3,5,2026-07-04
979,156,3,4,2026-07-07
980,162,3,4,2026-07-02
981,31,1,5,2026-06-30
982,426,5,4,2026-07-02
983,16,1,4,2026-07-04
